stop_id,route_id,delay_at_stop_min,missed_time_window,distance_from_prev_km,planned_travel_min,stop_sequence,road_type,hour_of_day,day_of_week,traffic_level,weather_condition,is_rush_hour,precipitation_mm,hist_delay_probability,cumulative_delay_min,prev_stop_delay_min,time_window_slack_min,stop_progress_ratio,planned_speed_kmh,hist_slack_min,is_high_risk_weather,is_urban_road,traffic_weather_risk
STP-59664,RT-0064,14.0,1,18.47,24.6,7,1,1,0,0,0,0.0,0.0,0.583,146.7,28.7,72.0,0.7777777777777778,45.04878048780487,35.72,0,0,4
STP-96623,RT-0064,12.5,1,13.26,17.7,8,1,1,0,0,0,0.0,0.0,0.583,160.7,14.0,73.0,0.8888888888888888,44.949152542372886,36.72,0,0,4
STP-99071,RT-0064,21.6,1,23.65,31.5,9,1,2,0,0,0,1.0,0.0,0.583,173.2,12.5,84.0,1.0,45.047619047619044,47.72,0,0,4
STP-51697,RT-0065,0.2,0,0.88,0.8,1,2,5,2,2,2,0.0,20.7,0.15,0.0,0.0,86.0,0.2,66.0,73.22,0,0,3
STP-57223,RT-0065,0.8,0,15.5,14.3,2,2,5,2,2,2,0.0,26.5,0.15,0.2,0.2,86.0,0.4,65.03496503496503,73.22,0,0,3
STP-73792,RT-0065,4.8,0,43.87,40.5,3,2,6,2,2,2,0.0,0.0,0.15,1.0,0.8,63.0,0.6,64.99259259259259,50.22,0,0,3
STP-91690,RT-0065,3.8,0,39.91,36.8,4,2,7,2,2,2,0.0,0.0,0.15,5.8,4.8,82.0,0.8,65.07065217391305,64.33,0,0,3
STP-75294,RT-0065,5.7,0,46.66,43.1,5,2,8,2,2,2,0.0,26.5,0.15,9.6,3.8,79.0,1.0,64.95591647331786,61.33,0,0,3
STP-99662,RT-0066,-0.5,0,6.95,4.6,1,0,0,4,2,5,0.0,3.1,0.067,0.0,0.0,68.0,0.25,90.65217391304348,62.31,0,0,2
STP-71503,RT-0066,0.8,0,24.33,16.2,2,0,1,4,2,5,0.0,0.0,0.067,-0.5,-0.5,85.0,0.5,90.11111111111111,79.31,0,0,2
STP-83886,RT-0066,0.9,0,25.94,17.3,3,0,1,4,2,5,0.0,9.4,0.067,0.30000000000000004,0.8,84.0,0.75,89.96531791907515,78.31,0,0,2
STP-76269,RT-0066,-0.4,0,14.62,9.7,4,0,2,4,2,5,0.0,0.0,0.067,1.2000000000000002,0.9,70.0,1.0,90.43298969072166,64.31,0,0,2
STP-75004,RT-0067,0.5,0,23.48,21.7,1,2,3,5,2,1,0.0,21.9,0.033,0.0,0.0,84.0,0.1111111111111111,64.92165898617512,77.25,0,0,2
STP-44654,RT-0067,-1.2,0,15.25,14.1,2,2,3,5,2,1,1.0,0.0,0.033,0.5,0.5,80.0,0.2222222222222222,64.8936170212766,73.25,0,0,2
STP-99589,RT-0067,-1.1,0,18.72,17.3,3,2,3,5,2,1,0.0,0.0,0.033,-0.7,-1.2,74.0,0.3333333333333333,64.92485549132948,67.25,0,0,2
STP-51377,RT-0067,-0.1,0,20.16,18.6,4,2,4,5,2,1,0.0,22.6,0.033,-1.8,-1.1,78.0,0.4444444444444444,65.03225806451613,71.25,0,0,2
STP-95467,RT-0067,-0.2,0,19.13,17.7,5,2,4,5,2,1,0.0,20.5,0.033,-1.9000000000000001,-0.1,71.0,0.5555555555555556,64.84745762711864,64.25,0,0,2
STP-87165,RT-0067,-1.2,0,11.16,10.3,6,2,5,5,2,1,0.0,0.0,0.033,-2.1,-0.2,69.0,0.6666666666666666,65.00970873786407,62.25,0,0,2
STP-11567,RT-0067,-0.8,0,23.97,22.1,7,2,5,5,2,1,0.0,0.0,0.033,-3.3,-1.2,80.0,0.7777777777777778,65.07692307692307,73.25,0,0,2
STP-17455,RT-0067,-1.8,0,35.82,33.1,8,2,6,5,2,1,0.0,13.8,0.033,-4.1,-0.8,74.0,0.8888888888888888,64.93051359516616,67.25,0,0,2
STP-89257,RT-0067,-2.7,0,53.95,49.8,9,2,7,5,2,1,0.0,0.0,0.033,-5.8999999999999995,-1.8,61.0,1.0,65.0,47.1,0,0,2
STP-44690,RT-0068,0.7,0,10.33,9.5,1,2,4,1,2,5,0.0,0.0,0.067,0.0,0.0,71.0,0.25,65.2421052631579,63.54,0,0,2
STP-66525,RT-0068,-1.6,0,29.75,27.5,2,2,4,1,2,5,0.0,2.2,0.067,0.7,0.7,83.0,0.5,64.9090909090909,75.54,0,0,2
STP-68442,RT-0068,-0.7,0,15.3,14.1,3,2,5,1,2,5,0.0,0.0,0.067,-0.9000000000000001,-1.6,72.0,0.75,65.10638297872342,64.54,0,0,2
STP-85319,RT-0068,-0.8,0,10.9,10.1,4,2,5,1,2,5,1.0,19.5,0.067,-1.6,-0.7,84.0,1.0,64.75247524752476,76.54,0,0,2
STP-15155,RT-0069,17.4,0,32.75,30.2,1,2,5,1,1,3,0.0,0.0,0.333,0.0,0.0,71.0,0.1,65.06622516556291,52.86,1,0,12
STP-92941,RT-0069,28.5,0,42.83,39.5,2,2,6,1,1,3,0.0,25.1,0.333,17.4,17.4,83.0,0.2,65.05822784810127,64.86,1,0,12
STP-94332,RT-0069,12.2,0,19.77,18.2,3,2,6,1,1,3,0.0,0.0,0.333,45.9,28.5,85.0,0.3,65.17582417582418,66.86,1,0,12
STP-15611,RT-0069,10.7,0,17.85,16.5,4,2,6,1,1,3,0.0,0.0,0.333,58.099999999999994,12.2,85.0,0.4,64.9090909090909,66.86,1,0,12
STP-14833,RT-0069,14.9,1,26.23,24.2,5,2,7,1,1,3,0.0,0.0,0.333,68.8,10.7,85.0,0.5,65.03305785123968,54.71,1,0,12
STP-92924,RT-0069,22.7,1,46.68,43.1,6,2,8,1,1,3,1.0,0.0,0.333,83.7,14.9,70.0,0.6,64.98375870069606,39.71,1,0,12
STP-87984,RT-0069,26.3,1,50.18,46.3,7,2,9,1,1,3,0.0,0.0,0.333,106.4,22.7,62.0,0.7,65.0280777537797,31.71,1,0,12
STP-52151,RT-0069,15.0,1,29.5,27.2,8,2,10,1,1,3,0.0,0.0,0.333,132.70000000000002,26.3,62.0,0.8,65.07352941176471,41.739999999999995,1,0,12
STP-32026,RT-0069,8.7,1,15.46,14.3,9,2,10,1,1,3,0.0,0.0,0.333,147.70000000000002,15.0,69.0,0.9,64.86713286713287,48.739999999999995,1,0,12
STP-30677,RT-0069,21.9,1,45.54,42.0,10,2,11,1,1,3,0.0,0.0,0.333,156.4,8.7,79.0,1.0,65.05714285714286,58.739999999999995,1,0,12
STP-49478,RT-0070,-2.4,0,45.82,68.7,1,3,1,2,2,5,1.0,0.0,0.067,0.0,0.0,73.0,0.1,40.0174672489083,66.41,0,1,2
STP-70845,RT-0070,1.5,0,43.93,65.9,2,3,3,2,2,5,0.0,0.0,0.067,-2.4,-2.4,84.0,0.2,39.99696509863429,77.41,0,1,2
STP-15651,RT-0070,-2.4,0,50.15,75.2,3,3,4,2,2,5,0.0,0.0,0.067,-0.8999999999999999,1.5,80.0,0.3,40.013297872340424,73.41,0,1,2
STP-33053,RT-0070,1.8,0,18.65,28.0,4,3,5,2,2,5,0.0,0.0,0.067,-3.3,-2.4,86.0,0.4,39.96428571428571,79.41,0,1,2
STP-98716,RT-0070,0.0,0,50.46,75.7,5,3,6,2,2,5,0.0,0.0,0.067,-1.4999999999999998,1.8,63.0,0.5,39.99471598414795,56.41,0,1,2
STP-19637,RT-0070,5.3,0,31.37,47.1,6,3,7,2,2,5,0.0,0.0,0.067,-1.4999999999999998,0.0,69.0,0.6,39.961783439490446,57.16,0,1,2
STP-35448,RT-0070,7.5,0,27.46,41.2,7,3,8,2,2,5,0.0,0.0,0.067,3.8,5.3,88.0,0.7,39.99029126213592,76.16,0,1,2
STP-70106,RT-0070,0.0,0,18.06,27.1,8,3,9,2,2,5,1.0,0.0,0.067,11.3,7.5,64.0,0.8,39.985239852398514,52.16,0,1,2
STP-82450,RT-0070,-1.1,0,45.27,67.9,9,3,10,2,2,5,0.0,8.5,0.067,11.3,0.0,73.0,0.9,40.00294550810015,68.18,0,1,2
STP-66113,RT-0070,-0.1,0,11.42,17.1,10,3,11,2,2,5,0.0,6.3,0.067,10.200000000000001,-1.1,62.0,1.0,40.070175438596486,57.18,0,1,2
STP-21892,RT-0071,10.1,0,18.7,24.9,1,1,20,1,2,4,1.0,0.0,0.267,0.0,0.0,76.0,0.14285714285714285,45.06024096385542,60.22,1,0,5
STP-28169,RT-0071,32.9,0,58.85,78.5,2,1,21,1,2,4,0.0,26.2,0.267,10.1,10.1,75.0,0.2857142857142857,44.98089171974522,59.22,1,0,5
STP-53634,RT-0071,10.5,0,23.57,31.4,3,1,22,1,2,4,0.0,0.0,0.267,43.0,32.9,63.0,0.42857142857142855,45.038216560509554,47.22,1,0,5
STP-20611,RT-0071,2.1,1,6.3,8.4,4,1,22,1,2,4,0.0,0.0,0.267,53.5,10.5,62.0,0.5714285714285714,44.99999999999999,46.22,1,0,5
STP-15357,RT-0071,11.9,1,18.9,25.2,5,1,23,1,2,4,0.0,21.0,0.267,55.6,2.1,75.0,0.7142857142857143,45.0,59.22,1,0,5
STP-95070,RT-0071,24.7,1,40.07,53.4,6,1,0,2,2,4,1.0,0.0,0.267,67.5,11.9,73.0,0.8571428571428571,45.02247191011236,56.33,1,0,5
STP-65434,RT-0071,26.2,1,47.09,62.8,7,1,1,2,2,4,0.0,0.0,0.267,92.2,24.7,76.0,1.0,44.990445859872615,59.33,1,0,5
STP-46168,RT-0072,26.5,0,56.38,37.6,1,0,0,0,0,5,0.0,0.0,0.633,0.0,0.0,82.0,0.16666666666666666,89.96808510638297,39.74,0,0,8
STP-72115,RT-0072,10.2,0,21.87,14.6,2,0,0,0,0,5,1.0,21.8,0.633,26.5,26.5,66.0,0.3333333333333333,89.87671232876713,23.740000000000002,0,0,8
STP-78107,RT-0072,9.3,0,19.95,13.3,3,0,1,0,0,5,0.0,14.3,0.633,36.7,10.2,70.0,0.5,89.99999999999999,27.740000000000002,0,0,8
STP-68360,RT-0072,7.5,0,14.8,9.9,4,0,1,0,0,5,1.0,0.0,0.633,46.0,9.3,64.0,0.6666666666666666,89.6969696969697,21.740000000000002,0,0,8
STP-16202,RT-0072,10.3,0,25.29,16.9,5,0,2,0,0,5,0.0,1.5,0.633,53.5,7.5,83.0,0.8333333333333334,89.78698224852072,40.74,0,0,8
STP-97340,RT-0072,21.0,1,43.57,29.0,6,0,3,0,0,5,0.0,26.5,0.633,63.8,10.3,79.0,1.0,90.1448275862069,36.74,0,0,8
STP-81584,RT-0073,130.4,1,63.8,95.7,1,3,17,4,0,4,0.0,7.8,0.833,0.0,0.0,78.0,0.25,40.0,17.090000000000003,1,1,20
STP-67947,RT-0073,77.8,1,43.96,65.9,2,3,18,4,0,4,0.0,21.0,0.833,130.4,130.4,69.0,0.5,40.02427921092564,8.090000000000003,1,1,20
STP-38883,RT-0073,13.5,1,7.23,10.8,3,3,19,4,0,4,0.0,21.0,0.833,208.2,77.8,66.0,0.75,40.166666666666664,5.090000000000003,1,1,20
STP-20956,RT-0073,40.3,1,19.19,28.8,4,3,19,4,0,4,1.0,0.0,0.833,221.7,13.5,88.0,1.0,39.979166666666664,27.090000000000003,1,1,20
STP-47831,RT-0074,28.6,0,55.43,83.1,1,3,8,1,2,4,0.0,0.0,0.267,0.0,0.0,88.0,0.25,40.021660649819495,62.129999999999995,1,1,5
STP-37234,RT-0074,9.2,0,16.34,24.5,2,3,8,1,2,4,0.0,0.0,0.267,28.6,28.6,77.0,0.5,40.01632653061225,51.129999999999995,1,1,5
STP-45825,RT-0074,15.1,0,23.5,35.2,3,3,9,1,2,4,1.0,1.0,0.267,37.8,9.2,79.0,0.75,40.05681818181818,53.129999999999995,1,1,5
STP-74302,RT-0074,14.6,0,28.49,42.7,4,3,10,1,2,4,0.0,0.0,0.267,52.9,15.1,76.0,1.0,40.0327868852459,54.57,1,1,5
STP-84130,RT-0075,19.9,0,26.51,35.3,1,1,13,5,1,3,0.0,14.0,0.333,0.0,0.0,86.0,0.1111111111111111,45.059490084985846,62.769999999999996,1,0,12
STP-44018,RT-0075,18.5,0,20.93,27.9,2,1,14,5,1,3,0.0,0.0,0.333,19.9,19.9,63.0,0.2222222222222222,45.01075268817205,39.769999999999996,1,0,12
STP-93394,RT-0075,46.6,1,52.28,69.7,3,1,16,5,1,3,1.0,20.5,0.333,38.4,18.5,65.0,0.3333333333333333,45.00430416068867,33.04,1,0,12
STP-88480,RT-0075,12.3,1,14.36,19.1,4,1,16,5,1,3,0.0,0.0,0.333,85.0,46.6,60.0,0.4444444444444444,45.109947643979055,28.04,1,0,12
STP-86027,RT-0075,27.2,1,33.75,45.0,5,1,17,5,1,3,0.0,11.1,0.333,97.3,12.3,86.0,0.5555555555555556,45.0,54.04,1,0,12
STP-30257,RT-0075,37.9,1,36.85,49.1,6,1,18,5,1,3,0.0,0.0,0.333,124.5,27.2,79.0,0.6666666666666666,45.03054989816701,47.04,1,0,12
STP-20013,RT-0075,39.9,1,44.39,59.2,7,1,19,5,1,3,0.0,0.0,0.333,162.4,37.9,87.0,0.7777777777777778,44.98986486486486,55.04,1,0,12
STP-54832,RT-0075,9.0,1,9.7,12.9,8,1,20,5,1,3,0.0,1.5,0.333,202.3,39.9,85.0,0.8888888888888888,45.11627906976744,65.94,1,0,12
STP-27067,RT-0075,44.6,1,54.32,72.4,9,1,21,5,1,3,0.0,0.0,0.333,211.3,9.0,80.0,1.0,45.016574585635354,60.94,1,0,12
STP-46356,RT-0076,38.1,0,62.72,94.1,1,3,17,3,3,3,0.0,20.5,0.167,0.0,0.0,83.0,0.1111111111111111,39.99149840595112,58.04,1,1,8
STP-85777,RT-0076,9.4,0,15.48,23.2,2,3,18,3,3,3,0.0,4.6,0.167,38.1,38.1,71.0,0.2222222222222222,40.03448275862069,46.04,1,1,8
STP-76085,RT-0076,3.6,0,6.5,9.8,3,3,18,3,3,3,0.0,1.4,0.167,47.5,9.4,76.0,0.3333333333333333,39.795918367346935,51.04,1,1,8
STP-77403,RT-0076,25.5,0,45.59,68.4,4,3,19,3,3,3,0.0,0.0,0.167,51.1,3.6,79.0,0.4444444444444444,39.99122807017544,54.04,1,1,8
STP-83024,RT-0076,20.9,1,33.03,49.5,5,3,21,3,3,3,0.0,0.0,0.167,76.6,25.5,79.0,0.5555555555555556,40.03636363636364,66.01,1,1,8
STP-63383,RT-0076,25.4,1,49.12,73.7,6,3,22,3,3,3,0.0,27.1,0.167,97.5,20.9,78.0,0.6666666666666666,39.98914518317503,65.01,1,1,8
STP-61952,RT-0076,8.2,1,14.13,21.2,7,3,23,3,3,3,0.0,0.0,0.167,122.9,25.4,64.0,0.7777777777777778,39.99056603773585,51.01,1,1,8
STP-36094,RT-0076,4.7,1,7.4,11.1,8,3,23,3,3,3,1.0,0.0,0.167,131.1,8.2,85.0,0.8888888888888888,40.0,72.01,1,1,8
STP-94388,RT-0076,25.2,1,42.16,63.2,9,3,0,4,3,3,0.0,20.5,0.167,135.79999999999998,4.7,75.0,1.0,40.02531645569619,60.43,1,1,8
STP-78150,RT-0077,40.1,0,58.02,53.6,1,2,15,0,0,5,1.0,21.8,0.633,0.0,0.0,60.0,0.14285714285714285,64.94776119402985,19.36,0,0,8
STP-80848,RT-0077,12.6,0,16.88,15.6,2,2,15,0,0,5,0.0,0.0,0.633,40.1,40.1,62.0,0.2857142857142857,64.92307692307692,21.36,0,0,8
STP-14716,RT-0077,21.8,0,39.9,36.8,3,2,16,0,0,5,1.0,0.0,0.633,52.7,12.6,86.0,0.42857142857142855,65.05434782608695,34.6,0,0,8
STP-73891,RT-0077,34.0,1,48.78,45.0,4,2,17,0,0,5,0.0,0.0,0.633,74.5,21.8,81.0,0.5714285714285714,65.04,29.6,0,0,8
STP-76412,RT-0077,30.4,1,49.81,46.0,5,2,18,0,0,5,1.0,0.0,0.633,108.5,34.0,62.0,0.7142857142857143,64.9695652173913,10.600000000000001,0,0,8
STP-26803,RT-0077,34.0,1,52.3,48.3,6,2,19,0,0,5,0.0,0.0,0.633,138.9,30.4,64.0,0.8571428571428571,64.96894409937889,12.600000000000001,0,0,8
STP-56840,RT-0077,24.3,1,32.1,29.6,7,2,19,0,0,5,1.0,0.0,0.633,172.9,34.0,82.0,1.0,65.06756756756756,30.6,0,0,8
STP-74010,RT-0078,15.9,0,20.07,13.4,1,0,12,2,0,4,1.0,0.0,0.833,0.0,0.0,63.0,0.2,89.86567164179105,12.619999999999997,1,0,20
STP-36444,RT-0078,23.0,0,27.93,18.6,2,0,12,2,0,4,0.0,0.0,0.833,15.9,15.9,66.0,0.4,90.09677419354838,15.619999999999997,1,0,20
STP-85172,RT-0078,25.9,1,32.63,21.8,3,0,13,2,0,4,0.0,0.0,0.833,38.9,23.0,63.0,0.6,89.80733944954129,12.619999999999997,1,0,20
STP-79607,RT-0078,3.7,1,4.96,3.3,4,0,13,2,0,4,0.0,0.0,0.833,64.8,25.9,67.0,0.8,90.18181818181819,16.619999999999997,1,0,20
STP-51071,RT-0078,16.6,1,20.87,13.9,5,0,14,2,0,4,1.0,0.0,0.833,68.5,3.7,69.0,1.0,90.08633093525181,18.619999999999997,1,0,20
STP-49357,RT-0079,9.1,0,48.4,72.6,1,3,17,0,2,2,0.0,0.0,0.15,0.0,0.0,62.0,0.2,40.0,42.18,0,1,3
STP-94678,RT-0079,6.0,0,47.77,71.7,2,3,19,0,2,2,1.0,25.4,0.15,9.1,9.1,69.0,0.4,39.97489539748954,49.18,0,1,3
STP-83377,RT-0079,4.3,0,57.07,85.6,3,3,20,0,2,2,1.0,0.0,0.15,15.1,6.0,86.0,0.6,40.002336448598136,73.49,0,1,3
STP-33066,RT-0079,6.0,0,30.27,45.4,4,3,21,0,2,2,0.0,0.0,0.15,19.4,4.3,68.0,0.8,40.00440528634361,55.49,0,1,3
STP-63347,RT-0079,4.3,0,36.45,54.7,5,3,23,0,2,2,0.0,0.0,0.15,25.4,6.0,64.0,1.0,39.981718464351005,51.49,0,1,3
STP-45985,RT-0080,30.8,0,22.29,33.4,1,3,12,6,0,2,0.0,0.0,0.717,0.0,0.0,81.0,0.1,40.041916167664674,37.52,0,1,12
STP-42289,RT-0080,64.7,1,47.47,71.2,2,3,13,6,0,2,0.0,11.4,0.717,30.8,30.8,72.0,0.2,40.00280898876404,28.520000000000003,0,1,12
STP-96798,RT-0080,55.6,1,43.72,65.6,3,3,14,6,0,2,0.0,1.7,0.717,95.5,64.7,83.0,0.3,39.987804878048784,39.52,0,1,12
STP-99816,RT-0080,94.3,1,61.56,92.3,4,3,16,6,0,2,0.0,0.0,0.717,151.1,55.6,63.0,0.4,40.01733477789816,8.450000000000003,0,1,12
STP-31001,RT-0080,72.9,1,54.33,81.5,5,3,18,6,0,2,1.0,0.0,0.717,245.39999999999998,94.3,86.0,0.5,39.997546012269936,31.450000000000003,0,1,12
STP-74447,RT-0080,43.3,1,31.73,47.6,6,3,19,6,0,2,0.0,0.0,0.717,318.29999999999995,72.9,76.0,0.6,39.99579831932773,21.450000000000003,0,1,12
STP-65164,RT-0080,29.5,1,22.39,33.6,7,3,20,6,0,2,0.0,0.0,0.717,361.59999999999997,43.3,63.0,0.7,39.982142857142854,18.340000000000003,0,1,12
STP-94030,RT-0080,53.2,1,37.67,56.5,8,3,21,6,0,2,0.0,14.0,0.717,391.09999999999997,29.5,84.0,0.8,40.00353982300885,39.34,0,1,12
STP-95089,RT-0080,68.1,1,47.73,71.6,9,3,23,6,0,2,1.0,21.8,0.717,444.29999999999995,53.2,75.0,0.9,39.99720670391062,30.340000000000003,0,1,12
STP-87728,RT-0080,7.7,1,4.89,7.3,10,3,23,6,0,2,0.0,0.0,0.717,512.4,68.1,79.0,1.0,40.19178082191781,34.34,0,1,12
STP-69468,RT-0081,9.3,0,54.27,50.1,1,2,18,5,2,3,0.0,14.5,0.1,0.0,0.0,84.0,0.125,64.9940119760479,68.5,1,0,4
STP-37080,RT-0081,4.2,0,29.88,27.6,2,2,19,5,2,3,0.0,0.0,0.1,9.3,9.3,70.0,0.25,64.95652173913042,54.5,1,0,4
STP-44314,RT-0081,6.8,0,37.12,34.3,3,2,20,5,2,3,0.0,0.0,0.1,13.5,4.2,64.0,0.375,64.932944606414,55.19,1,0,4
STP-52368,RT-0081,7.2,0,49.37,45.6,4,2,21,5,2,3,0.0,7.8,0.1,20.3,6.8,90.0,0.5,64.96052631578947,81.19,1,0,4
STP-16830,RT-0081,6.4,0,43.61,40.3,5,2,21,5,2,3,1.0,10.9,0.1,27.5,7.2,76.0,0.625,64.92803970223325,67.19,1,0,4
STP-49650,RT-0081,7.2,0,48.51,44.8,6,2,22,5,2,3,0.0,20.3,0.1,33.9,6.4,73.0,0.75,64.96875,64.19,1,0,4
STP-54456,RT-0081,4.1,0,28.45,26.3,7,2,23,5,2,3,0.0,8.5,0.1,41.1,7.2,65.0,0.875,64.90494296577947,56.19,1,0,4
STP-75432,RT-0081,0.1,0,36.07,33.3,8,2,0,6,2,3,1.0,0.0,0.1,45.2,4.1,73.0,1.0,64.990990990991,67.04,1,0,4
STP-67203,RT-0082,2.8,0,13.71,9.1,1,0,15,3,3,2,1.0,0.0,0.217,0.0,0.0,81.0,0.2,90.3956043956044,66.93,0,0,6
STP-29405,RT-0082,6.4,0,41.4,27.6,2,0,15,3,3,2,0.0,0.0,0.217,2.8,2.8,69.0,0.4,90.0,54.93,0,0,6
STP-86765,RT-0082,8.9,0,47.07,31.4,3,0,16,3,3,2,1.0,0.0,0.217,9.2,6.4,71.0,0.6,89.94267515923568,47.45,0,0,6
STP-98723,RT-0082,6.2,0,35.45,23.6,4,0,17,3,3,2,1.0,0.0,0.217,18.1,8.9,68.0,0.8,90.12711864406779,44.45,0,0,6
STP-30155,RT-0082,0.8,0,8.08,5.4,5,0,17,3,3,2,0.0,0.0,0.217,24.3,6.2,61.0,1.0,89.77777777777777,37.45,0,0,6
STP-41467,RT-0083,2.6,0,66.15,44.1,1,0,20,4,2,2,0.0,26.0,0.15,0.0,0.0,77.0,0.125,90.00000000000001,68.57,0,0,3
STP-95729,RT-0083,-0.9,0,61.47,41.0,2,0,21,4,2,2,0.0,0.0,0.15,2.6,2.6,89.0,0.25,89.9560975609756,80.57,0,0,3
STP-77194,RT-0083,0.5,0,8.17,5.4,3,0,22,4,2,2,0.0,5.4,0.15,1.7000000000000002,-0.9,67.0,0.375,90.77777777777777,58.57,0,0,3
STP-90460,RT-0083,0.1,0,9.6,6.4,4,0,22,4,2,2,0.0,0.0,0.15,2.2,0.5,81.0,0.5,89.99999999999999,72.57,0,0,3
STP-79111,RT-0083,1.4,0,30.07,20.0,5,0,22,4,2,2,0.0,0.0,0.15,2.3000000000000003,0.1,90.0,0.625,90.21000000000001,81.57,0,0,3
STP-49375,RT-0083,0.4,0,14.14,9.4,6,0,23,4,2,2,0.0,29.9,0.15,3.7,1.4,70.0,0.75,90.25531914893617,61.57,0,0,3
STP-22384,RT-0083,0.7,0,27.11,18.1,7,0,23,4,2,2,0.0,0.0,0.15,4.1000000000000005,0.4,60.0,0.875,89.86740331491711,51.57,0,0,3
STP-96714,RT-0083,-0.2,0,3.39,2.3,8,0,23,4,2,2,0.0,0.0,0.15,4.800000000000001,0.7,85.0,1.0,88.43478260869566,76.57,0,0,3
STP-72537,RT-0084,-0.6,0,25.88,34.5,1,1,13,5,2,1,0.0,4.5,0.033,0.0,0.0,61.0,0.1,45.00869565217391,54.92,0,0,2
STP-98316,RT-0084,-3.4,0,36.31,48.4,2,1,14,5,2,1,0.0,22.6,0.033,-0.6,-0.6,70.0,0.2,45.01239669421488,63.92,0,0,2
STP-34670,RT-0084,-0.3,0,24.89,33.2,3,1,15,5,2,1,0.0,26.5,0.033,-4.0,-3.4,62.0,0.3,44.98192771084337,55.92,0,0,2
STP-49441,RT-0084,1.0,0,6.73,9.0,4,1,15,5,2,1,0.0,21.9,0.033,-4.3,-0.3,84.0,0.4,44.866666666666674,77.92,0,0,2
STP-68918,RT-0084,1.5,0,12.61,16.8,5,1,16,5,2,1,0.0,0.0,0.033,-3.3,1.0,76.0,0.5,45.03571428571428,62.04,0,0,2
STP-74972,RT-0084,2.0,0,22.67,30.2,6,1,16,5,2,1,0.0,1.0,0.033,-1.7999999999999998,1.5,63.0,0.6,45.039735099337754,49.04,0,0,2
STP-98954,RT-0084,2.7,0,17.9,23.9,7,1,17,5,2,1,0.0,0.0,0.033,0.20000000000000018,2.0,83.0,0.7,44.93723849372385,69.03999999999999,0,0,2
STP-94974,RT-0084,7.7,0,38.35,51.1,8,1,18,5,2,1,0.0,21.8,0.033,2.9000000000000004,2.7,61.0,0.8,45.0293542074364,47.04,0,0,2
STP-35192,RT-0084,0.5,0,3.92,5.2,9,1,18,5,2,1,0.0,4.5,0.033,10.600000000000001,7.7,62.0,0.9,45.230769230769226,48.04,0,0,2
STP-48455,RT-0084,3.3,0,17.11,22.8,10,1,19,5,2,1,0.0,20.7,0.033,11.100000000000001,0.5,70.0,1.0,45.026315789473685,56.04,0,0,2
STP-44184,RT-0085,29.2,0,44.07,40.7,1,2,22,0,0,1,0.0,0.0,0.6,0.0,0.0,63.0,0.1111111111111111,64.96805896805897,28.020000000000003,0,0,8
STP-25818,RT-0085,14.1,0,21.72,20.0,2,2,22,0,0,1,1.0,28.1,0.6,29.2,29.2,86.0,0.2222222222222222,65.16,51.02,0,0,8
STP-77552,RT-0085,12.8,0,19.86,18.3,3,2,23,0,0,1,1.0,26.8,0.6,43.3,14.1,73.0,0.3333333333333333,65.11475409836065,38.02,0,0,8
STP-23352,RT-0085,10.0,1,14.98,13.8,4,2,23,0,0,1,0.0,4.9,0.6,56.099999999999994,12.8,61.0,0.4444444444444444,65.13043478260869,26.020000000000003,0,0,8
STP-76308,RT-0085,30.5,1,47.8,44.1,5,2,0,1,0,1,0.0,0.0,0.6,66.1,10.0,72.0,0.5555555555555556,65.03401360544217,35.04,0,0,8
STP-10863,RT-0085,10.5,1,17.18,15.9,6,2,1,1,0,1,0.0,0.0,0.6,96.6,30.5,74.0,0.6666666666666666,64.83018867924528,37.04,0,0,8
STP-97162,RT-0085,2.2,1,2.89,2.7,7,2,1,1,0,1,0.0,0.0,0.6,107.1,10.5,85.0,0.7777777777777778,64.22222222222221,48.04,0,0,8
STP-77653,RT-0085,24.9,1,41.81,38.6,8,2,2,1,0,1,0.0,0.0,0.6,109.3,2.2,88.0,0.8888888888888888,64.98963730569949,51.04,0,0,8
STP-62645,RT-0085,10.6,1,16.09,14.9,9,2,2,1,0,1,0.0,0.0,0.6,134.2,24.9,76.0,1.0,64.79194630872483,39.04,0,0,8
STP-62944,RT-0086,2.7,0,11.36,7.6,1,0,6,6,1,5,0.0,0.0,0.3,0.0,0.0,70.0,0.1,89.6842105263158,52.1,0,0,6
STP-49522,RT-0086,6.5,0,29.61,19.7,2,0,6,6,1,5,0.0,0.0,0.3,2.7,2.7,77.0,0.2,90.18274111675127,59.1,0,0,6
STP-77065,RT-0086,7.3,0,31.2,20.8,3,0,7,6,1,5,0.0,21.2,0.3,9.2,6.5,69.0,0.3,90.0,41.36,0,0,6
STP-49838,RT-0086,5.7,0,26.63,17.8,4,0,7,6,1,5,0.0,0.0,0.3,16.5,7.3,68.0,0.4,89.76404494382021,40.36,0,0,6
STP-95322,RT-0086,8.5,0,31.12,20.7,5,0,8,6,1,5,0.0,0.0,0.3,22.2,5.7,63.0,0.5,90.20289855072465,35.36,0,0,6
STP-92279,RT-0086,6.0,0,27.41,18.3,6,0,8,6,1,5,1.0,3.1,0.3,30.7,8.5,78.0,0.6,89.8688524590164,50.36,0,0,6
STP-23792,RT-0086,7.9,0,26.26,17.5,7,0,9,6,1,5,0.0,25.6,0.3,36.7,6.0,83.0,0.7,90.03428571428572,55.36,0,0,6
